ID 	 arg1 	 arg2
P1605	{SRC-PROP-DESC=[it, endemic, is]}	{SRC-PROP-DESC=[host, species], SRC-PROP-LABEL=[reservoir, natural], SUB-ITEM=[Natural reservoir]}
P1606	{SRC-PROP-DESC=[species, host, long-term, is], SRC-PROP-LABEL=[reservoir, natural]}	{SRC-PROP-DESC=[pathogen], SUB-ITEM=[Natural reservoir]}
P1607	{}	{SRC-PROP-LABEL=[Dialnet, author]}
P1608	{SRC-PROP-LABEL=[book]}	{SRC-PROP-LABEL=[Dialnet]}
P1609	{SRC-PROP-LABEL=[journal]}	{SRC-PROP-LABEL=[Dialnet]}
P161	{SRC-PROP-DESC=[members], SEE-ALSO=[qualifier], INST-FACET=[work]}	{SRC-PROP-DESC=[production, 's], SRC-PROP-LABEL=[member]}
P1610	{}	{SRC-PROP-LABEL=[Dialnet, article]}
P1611	{SRC-PROP-DESC=[ersonnel, Military], SRC-PROP-LABEL=[grade]}	{SRC-PROP-DESC=[NATO, Code], SRC-PROP-LABEL=[NATO], SUB-ITEM=[NATO code for grade]}
P1612	{SRC-PROP-DESC=[Commons, Wikimedia], SRC-PROP-LABEL=[page]}	{SRC-PROP-DESC=[name], SRC-PROP-LABEL=[Commons, Institution]}
P1613	{SRC-PROP-DESC=[project, institution], SRC-PROP-LABEL=[channel]}	{SRC-PROP-DESC=[IRC, official, channel], SRC-PROP-LABEL=[IRC]}
P1614	{SRC-PROP-DESC=[website, arliament], SRC-PROP-LABEL=[ID, arliament]}	{SRC-PROP-DESC=[identifier], SRC-PROP-LABEL=[History]}
P1615	{SRC-PROP-DESC=[artists, visual]}	{SRC-PROP-DESC=[Database], SRC-PROP-LABEL=[CLARA-ID]}
P1616	{SRC-PROP-LABEL=[number]}	{SRC-PROP-DESC=[ID], SRC-PROP-LABEL=[SIREN], SUB-ITEM=[SIREN]}
P1617	{SRC-PROP-DESC=[database, BBC, Things], SRC-PROP-LABEL=[identifer]}	{SRC-PROP-DESC=[Identifier], SRC-PROP-LABEL=[BBC]}
P1618	{SRC-PROP-DESC=[uniform], INST-FACET=[human]}	{SRC-PROP-DESC=[number], SRC-PROP-LABEL=[sport, number]}
P1619	{SRC-PROP-LABEL=[opening, official]}	{SRC-PROP-LABEL=[time]}
P162	{SRC-PROP-DESC=[work, film, music], SEE-ALSO=[work], INST-FACET=[work]}	{SRC-PROP-DESC=[producer], SRC-PROP-LABEL=[producer], SUB-ITEM=[producer]}
P1620	{SRC-PROP-DESC=[lawsuit]}	{SRC-PROP-DESC=[party], SRC-PROP-LABEL=[plaintiff]}
P1621	{SRC-PROP-DESC=[details]}	{SRC-PROP-DESC=[map], SRC-PROP-LABEL=[detail, map]}
P1622	{}	{SRC-PROP-DESC=[direction], SRC-PROP-LABEL=[drives], SUB-ITEM=[right- and left-hand traffic]}
P1624	{SRC-PROP-DESC=[MarineTraffic, database]}	{SRC-PROP-DESC=[port, identification, number], SRC-PROP-LABEL=[MarineTraffic, ort, ID], SUB-ITEM=[MarineTraffic Port ID]}
P1625	{}	{SRC-PROP-DESC=[work], SRC-PROP-LABEL=[melody]}
P1626	{SRC-PROP-DESC=[Thailand], INST-FACET=[cultural heritage], SRC-PROP-LABEL=[ID, cultural, heritage]}	{SRC-PROP-DESC=[identifier], SRC-PROP-LABEL=[Thai]}
P1627	{SRC-PROP-LABEL=[code]}	{SRC-PROP-LABEL=[Ethnologue.com]}
P1628	{SRC-PROP-DESC=[ontologies, other]}	{SRC-PROP-DESC=[property, equivalent], SRC-PROP-LABEL=[property, equivalent]}
P1629	{SRC-PROP-DESC=[property], SRC-PROP-LABEL=[property]}	{SRC-PROP-DESC=[item, corresponding], SRC-PROP-LABEL=[item], SUB-ITEM=[Wikidata item]}
P163	{}	{SRC-PROP-DESC=[flag], SRC-PROP-LABEL=[flag]}
P1630	{SRC-PROP-DESC=[property, effective, value]}	{SRC-PROP-DESC=[string, URL-like, ``], SRC-PROP-LABEL=[formatter, URL]}
P1631	{SRC-PROP-DESC=[database, China, Vitae]}	{SRC-PROP-DESC=[ID], SRC-PROP-LABEL=[China, Vitae, ID]}
P1632	{SRC-PROP-DESC=[element, symmetry], SRC-PROP-LABEL=[notation, Mauguin]}	{SRC-PROP-DESC=[Hermann], SRC-PROP-LABEL=[Hermann], SUB-ITEM=[Hermann–Mauguin notation]}
P1635	{SRC-PROP-DESC=[member], INST-FACET=[human]}	{SRC-PROP-DESC=[name], SRC-PROP-LABEL=[name, religious], SUB-ITEM=[religious name]}
P1636	{SRC-PROP-DESC=[person], SUB-PROP=[qualifier], SRC-PROP-LABEL=[childhood, early]}	{SRC-PROP-DESC=[date], SRC-PROP-LABEL=[date], SUB-ITEM=[baptism]}
P1637	{SRC-PROP-DESC=[aircraft]}	{SRC-PROP-DESC=[item], SRC-PROP-LABEL=[undercarriage], SUB-ITEM=[landing gear]}
P1638	{}	{SRC-PROP-DESC=[name, temporary], SRC-PROP-LABEL=[title], SUB-ITEM=[working title]}
P1639	{SRC-PROP-LABEL=[pendant]}	{SRC-PROP-DESC=[work, other], SUB-ITEM=[pendant]}
P1640	{SRC-PROP-DESC=[collection], INST-FACET=[organization]}	{SRC-PROP-DESC=[specialist, responsible], SRC-PROP-LABEL=[curator], SUB-ITEM=[curator]}
P1641	{SRC-PROP-DESC=[protocol, TC, UD]}	{SRC-PROP-DESC=[default], SRC-PROP-LABEL=[port], SUB-ITEM=[port]}
P1642	{}	{SRC-PROP-DESC=[player], SRC-PROP-LABEL=[acquisition, transaction]}
P1643	{SRC-PROP-DESC=[roster]}	{SRC-PROP-DESC=[player], SRC-PROP-LABEL=[departure, transaction]}
P1644	{INST-FACET=[cultural heritage]}	{SRC-PROP-LABEL=[EgliseInfo, ID]}
P1645	{SRC-PROP-DESC=[constant, physical]}	{SRC-PROP-DESC=[identifier], SRC-PROP-LABEL=[NIST/CODATA, ID], SUB-ITEM=[Committee on Data for Science and Technology]}
P1646	{SRC-PROP-DESC=[property]}	{SRC-PROP-DESC=[qualifier], SRC-PROP-LABEL=[qualifier, mandatory], SUB-ITEM=[qualifier]}
P1647	{SRC-PROP-LABEL=[subproperty]}	{SRC-PROP-DESC=[property, resources, related]}
P1648	{SRC-PROP-DESC=[Biography, Welsh], INST-FACET=[authority control], SRC-PROP-LABEL=[ID, Welsh, Biography]}	{SRC-PROP-DESC=[Identifier], SRC-PROP-LABEL=[Dictionary]}
P1649	{SRC-PROP-DESC=[production, crew, personnel], SRC-PROP-LABEL=[ID, Database]}	{SRC-PROP-DESC=[television], SRC-PROP-LABEL=[Movie, Korean]}
P1650	{SRC-PROP-DESC=[Education]}	{SRC-PROP-DESC=[archive, database], SRC-PROP-LABEL=[BBF, identifier]}
P1651	{SRC-PROP-DESC=[YouTube], SRC-PROP-LABEL=[identifier, video]}	{SRC-PROP-DESC=[Identifier], SRC-PROP-LABEL=[YouTube]}
P1652	{SRC-PROP-DESC=[match]}	{SRC-PROP-DESC=[referee, umpire], SRC-PROP-LABEL=[referee], SUB-ITEM=[referee]}
P1653	{SRC-PROP-DESC=[oland], SRC-PROP-LABEL=[code, municipality]}	{SRC-PROP-DESC=[identifier], SRC-PROP-LABEL=[TERYT]}
P1654	{}	{SRC-PROP-DESC=[configuration, wing], SRC-PROP-LABEL=[wing, configuration], SUB-ITEM=[wing configuration]}
P1655	{SRC-PROP-DESC=[system, subway]}	{SRC-PROP-DESC=[station, number], SRC-PROP-LABEL=[station, number]}
P1656	{SRC-PROP-DESC=[statue, sculpture, memorial]}	{SRC-PROP-DESC=[person]}
P1657	{SRC-PROP-DESC=[system, film-rating], INST-FACET=[work]}	{SRC-PROP-DESC=[US], SRC-PROP-LABEL=[M, AA, film, rating], SUB-ITEM=[Motion Picture Association of America film rating system]}
P1658	{SRC-PROP-DESC=[faces], SRC-PROP-LABEL=[faces]}	{SRC-PROP-DESC=[number], SRC-PROP-LABEL=[number], SUB-ITEM=[face]}
P1659	{}	{}
P166	{SRC-PROP-DESC=[person, organisation], SEE-ALSO=[human], INST-FACET=[human]}	{SRC-PROP-DESC=[award, recognition], SRC-PROP-LABEL=[award], SUB-ITEM=[award]}
P1660	{SRC-PROP-DESC=[investigation, epidemiological], INVS-PROP=[index case], SRC-PROP-LABEL=[case]}	{SRC-PROP-DESC=[case, primary, patient], SRC-PROP-LABEL=[index]}
P1661	{SRC-PROP-DESC=[value], SRC-PROP-LABEL=[rank]}	{SRC-PROP-DESC=[Alexa, ranking], SRC-PROP-LABEL=[Alexa]}
P1662	{SRC-PROP-DESC=[DOI, AKA]}	{SRC-PROP-DESC=[identifier, Unique], SRC-PROP-LABEL=[DOI]}
P1663	{SRC-PROP-DESC=[roCyclingStats, website]}	{SRC-PROP-DESC=[Identifier], SRC-PROP-LABEL=[roCyclingStats, ID]}
P1664	{SRC-PROP-DESC=[Database, Cycling]}	{SRC-PROP-DESC=[Identifier], SRC-PROP-LABEL=[Cycling, Database, ID]}
P1665	{SRC-PROP-DESC=[Games, Chess]}	{SRC-PROP-DESC=[Identifier], SRC-PROP-LABEL=[Chess, Games, ID]}
P1666	{SRC-PROP-DESC=[Club, Chess]}	{SRC-PROP-DESC=[Identifier], SRC-PROP-LABEL=[Chess, Club, ID]}
P1667	{SRC-PROP-DESC=[ID, Geographic, Names], INST-FACET=[authority control], SRC-PROP-LABEL=[identifier]}	{SRC-PROP-DESC=[Getty, Thesaurus], SRC-PROP-LABEL=[TGN], SUB-ITEM=[Thesaurus of Geographic Names]}
P1668	{}	{SRC-PROP-DESC=[ATCvet, code], SRC-PROP-LABEL=[ATCvet]}
P1669	{SRC-PROP-DESC=[Authority, ID], INST-FACET=[authority control], SRC-PROP-LABEL=[identifier]}	{SRC-PROP-DESC=[Objects, Cultural], SRC-PROP-LABEL=[CONA], SUB-ITEM=[Cultural Objects Name Authority]}
P167	{SRC-PROP-DESC=[building, structure]}	{SRC-PROP-DESC=[item], SRC-PROP-LABEL=[structure]}
P1670	{SRC-PROP-DESC=[Canada, Library, Archives], INST-FACET=[authority control]}	{SRC-PROP-DESC=[Canadiana], SRC-PROP-LABEL=[LAC, identifier]}
P1671	{}	{SRC-PROP-LABEL=[route, number]}
P1672	{SRC-PROP-DESC=[it], SRC-PROP-LABEL=[taxon]}	{SRC-PROP-DESC=[links], SRC-PROP-LABEL=[source]}
P1673	{SRC-PROP-DESC=[compounds]}	{SRC-PROP-DESC=[formula, molecular], SRC-PROP-LABEL=[formula, general]}
P1674	{}	{SRC-PROP-DESC=[qualifier], SRC-PROP-LABEL=[number]}
P1675	{SRC-PROP-DESC=[cases]}	{SRC-PROP-DESC=[qualifier], SRC-PROP-LABEL=[number, probable]}
P1676	{SRC-PROP-DESC=[cases]}	{SRC-PROP-DESC=[qualifier], SRC-PROP-LABEL=[number]}
P1677	{SRC-PROP-DESC=[investigation, epidemiological], SRC-PROP-LABEL=[index, case]}	{SRC-PROP-DESC=[case, primary, patient], SRC-PROP-LABEL=[case, index], SUB-ITEM=[index case]}
P1678	{}	{SRC-PROP-LABEL=[figure], SUB-ITEM=[vertex]}
P1679	{SRC-PROP-DESC=[artworks], SRC-PROP-LABEL=[identifier, artwork]}	{SRC-PROP-DESC=[authority], SRC-PROP-LABEL=[BBC]}
P1680	{SRC-PROP-DESC=[title, subtitle, followed]}	{SRC-PROP-DESC=[works], SRC-PROP-LABEL=[subtitle]}
P1683	{SRC-PROP-DESC=[statement, claim]}	{SRC-PROP-DESC=[quote], SRC-PROP-LABEL=[quote]}
P1684	{}	{SRC-PROP-DESC=[inscriptions], SRC-PROP-LABEL=[inscription]}
P1685	{SRC-PROP-DESC=[number], SRC-PROP-LABEL=[number, browser]}	{SRC-PROP-DESC=[identification, okémon], SRC-PROP-LABEL=[okémon]}
P1686	{SRC-PROP-DESC=[award, creator], INST-FACET=[qualifier]}	{SRC-PROP-DESC=[qualifier, award, work, specify]}
P1687	{SRC-PROP-DESC=[item], INVS-PROP=[Wikidata item], SRC-PROP-LABEL=[property]}	{SRC-PROP-DESC=[Wikidata, main, property], SRC-PROP-LABEL=[Wikidata]}
P1688	{SRC-PROP-DESC=[http://anidb.net, site]}	{SRC-PROP-DESC=[ID], SRC-PROP-LABEL=[AniDB, identifier]}
P1689	{SRC-PROP-LABEL=[GD]}	{SRC-PROP-LABEL=[government, central, debt], SUB-ITEM=[gross domestic product]}
P169	{SRC-PROP-DESC=[CEO]}	{SRC-PROP-DESC=[officer, highest-ranking, corporate], SRC-PROP-LABEL=[officer, chief, executive], SUB-ITEM=[chief executive officer]}
P1690	{SRC-PROP-DESC=[coding, procedural], SRC-PROP-LABEL=[CS]}	{SRC-PROP-DESC=[classification, medical], SRC-PROP-LABEL=[ICD-10]}
P1691	{SRC-PROP-DESC=[procedures, operational], SRC-PROP-LABEL=[key]}	{SRC-PROP-DESC=[classification, official], SRC-PROP-LABEL=[operations, procedures], SUB-ITEM=[OPS-301]}
P1692	{SRC-PROP-DESC=[procedure, diagnostic, codes]}	{SRC-PROP-DESC=[ICD, adaption], SRC-PROP-LABEL=[ICD-9-CM]}
P1693	{}	{SRC-PROP-DESC=[list, standardized, words], SRC-PROP-LABEL=[Terminologia, Embryologica], SUB-ITEM=[Terminologia Embryologica]}
P1694	{SRC-PROP-DESC=[histology, cytology]}	{SRC-PROP-DESC=[vocabulary, controlled], SRC-PROP-LABEL=[Terminologia, Histologica], SUB-ITEM=[Terminologia Histologica]}
P1695	{SRC-PROP-DESC=[oland], INST-FACET=[authority control], SRC-PROP-LABEL=[identifier]}	{SRC-PROP-DESC=[authority, control, number], SRC-PROP-LABEL=[NL]}
P1696	{SRC-PROP-DESC=[property, its, inverse], SRC-PROP-LABEL=[inverse]}	{SRC-PROP-DESC=[links], SUB-ITEM=[inverse element]}
P1697	{SRC-PROP-DESC=[elections]}	{SRC-PROP-DESC=[vote, count], SRC-PROP-LABEL=[votes, valid]}
P1698	{SRC-PROP-DESC=[Anatomy], SRC-PROP-LABEL=[1918]}	{SRC-PROP-DESC=[number], SRC-PROP-LABEL=[Gray, 's], SUB-ITEM=[Gray's Anatomy]}
P1699	{SRC-PROP-DESC=[database, Skyscraper, age], INST-FACET=[authority control]}	{SRC-PROP-DESC=[ID], SRC-PROP-LABEL=[Skyscraper, age, building], SUB-ITEM=[SkyscraperPage]}
P17	{SRC-PROP-DESC=[item], SEE-ALSO=[human]}	{SRC-PROP-DESC=[state, sovereign], SEE-ALSO=[citizenship], SRC-PROP-LABEL=[country], SUB-ITEM=[country, constituent country]}
P170	{SRC-PROP-DESC=[other], SEE-ALSO=[work, human], INST-FACET=[work]}	{SRC-PROP-DESC=[maker], SEE-ALSO=[innovator, author, composer, programmer, inventor, discoverer], SRC-PROP-LABEL=[creator], SUB-ITEM=[creator]}
P1700	{SRC-PROP-DESC=[ortugal], INST-FACET=[cultural heritage], SRC-PROP-LABEL=[identifier]}	{SRC-PROP-DESC=[Index], SRC-PROP-LABEL=[SI, A], SUB-ITEM=[SIPA]}
P1702	{SRC-PROP-DESC=[ortugal], INST-FACET=[cultural heritage], SRC-PROP-LABEL=[identifier, AR]}	{SRC-PROP-DESC=[Index], SRC-PROP-LABEL=[IGES], SUB-ITEM=[IGESPAR]}
P1703	{SRC-PROP-DESC=[pollen]}	{SRC-PROP-DESC=[process], SRC-PROP-LABEL=[pollination]}
P1704	{SRC-PROP-DESC=[animal]}	{SRC-PROP-DESC=[source], SRC-PROP-LABEL=[pollenizer]}
P1705	{SRC-PROP-DESC=[language, their, original]}	{SRC-PROP-DESC=[label], SRC-PROP-LABEL=[label, native]}
P1706	{SRC-PROP-DESC=[property], INST-FACET=[qualifier]}	{SRC-PROP-DESC=[qualifier, person, group, specify]}
P1707	{SRC-PROP-DESC=[identifier], INST-FACET=[authority control], SRC-PROP-LABEL=[identifier]}	{SRC-PROP-DESC=[Design], SRC-PROP-LABEL=[DAAO]}
P1708	{SRC-PROP-DESC=[sites, national, heritage], INST-FACET=[cultural heritage], SRC-PROP-LABEL=[ID]}	{SRC-PROP-DESC=[ID], SRC-PROP-LABEL=[LfDS]}
P1709	{SRC-PROP-DESC=[ontologies, other]}	{SRC-PROP-DESC=[class, equivalent], SRC-PROP-LABEL=[class, equivalent]}
P171	{SRC-PROP-DESC=[question]}	{SRC-PROP-DESC=[parent, taxon], SUB-PROP=[subclass], SRC-PROP-LABEL=[parent, taxon]}
P1710	{SRC-PROP-DESC=[Saxony], INST-FACET=[authority control]}	{SRC-PROP-DESC=[dictionary, biographical], SRC-PROP-LABEL=[Sächsische, Biografie], SUB-ITEM=[Sächsische Biografie]}
P1711	{SRC-PROP-DESC=[thesaurus, British, Museum, person-institution], INST-FACET=[authority control]}	{SRC-PROP-DESC=[identifier], SRC-PROP-LABEL=[Museum, British, person-institution], SUB-ITEM=[British Museum person-institution thesaurus]}
P1712	{INST-FACET=[work]}	{SRC-PROP-DESC=[indentifier], SRC-PROP-LABEL=[ID, Metacritic], SUB-ITEM=[Metacritic]}
P1713	{SRC-PROP-DESC=[parliament, German], SRC-PROP-LABEL=[Germany]}	{SRC-PROP-DESC=[link], SRC-PROP-LABEL=[biography], SUB-ITEM=[member of the German Bundestag]}
P1714	{}	{SRC-PROP-DESC=[Identifier, Journalisted], SRC-PROP-LABEL=[ID, Journalisted], SUB-ITEM=[Journalisted ID]}
P1715	{SRC-PROP-DESC=[Slovenia], INST-FACET=[cultural heritage]}	{SRC-PROP-DESC=[reference, number], SRC-PROP-LABEL=[RKD/ESD, identifier]}
P1716	{SRC-PROP-DESC=[product]}	{SRC-PROP-DESC=[brand], SRC-PROP-LABEL=[brand], SUB-ITEM=[brand]}
P1717	{SRC-PROP-DESC=[System, French, national, Water, Information]}	{SRC-PROP-DESC=[ID], SRC-PROP-LABEL=[SANDRE, ID], SUB-ITEM=[Sandre]}
P172	{INST-FACET=[human]}	{SRC-PROP-LABEL=[group, ethnic], SUB-ITEM=[nationality, ethnic group]}
P1721	{SRC-PROP-DESC=[text, pinyin]}	{SRC-PROP-DESC=[hanyu], SRC-PROP-LABEL=[pinyin, transliteration], SUB-ITEM=[Pinyin]}
P1725	{SRC-PROP-DESC=[work, musical], SRC-PROP-LABEL=[minute]}	{SRC-PROP-DESC=[tempo], SRC-PROP-LABEL=[beats], SUB-ITEM=[beats per minute]}
P1726	{SRC-PROP-DESC=[identifier, inventory], SRC-PROP-LABEL=[ID]}	{SRC-PROP-DESC=[museum], SRC-PROP-LABEL=[Florentine, musea]}
P1727	{SRC-PROP-DESC=[America, North], SRC-PROP-LABEL=[ID, North, America]}	{SRC-PROP-DESC=[taxonId], SRC-PROP-LABEL=[Flora], SUB-ITEM=[eFloras]}
P1728	{SRC-PROP-DESC=[database, AllMusic]}	{SRC-PROP-DESC=[ID], SRC-PROP-LABEL=[artist, AllMusic, ID], SUB-ITEM=[AllMusic]}
P1729	{SRC-PROP-DESC=[database, AllMusic]}	{SRC-PROP-DESC=[ID], SRC-PROP-LABEL=[album, AllMusic, ID], SUB-ITEM=[AllMusic]}
P1730	{SRC-PROP-DESC=[database, AllMusic]}	{SRC-PROP-DESC=[ID], SRC-PROP-LABEL=[song, AllMusic, ID], SUB-ITEM=[AllMusic]}
P1731	{}	{SRC-PROP-DESC=[ablilites, special], SRC-PROP-LABEL=[Fach], SUB-ITEM=[Fach]}
P1732	{INST-FACET=[authority control]}	{SRC-PROP-DESC=[ID], SRC-PROP-LABEL=[Naturbase, ID], SUB-ITEM=[Naturbase]}
P1733	{SRC-PROP-DESC=[Steam]}	{SRC-PROP-DESC=[identification, number], SRC-PROP-LABEL=[Steam, ID], SUB-ITEM=[Steam]}
P1734	{SRC-PROP-DESC=[oath], SRC-PROP-LABEL=[date, office]}	{SRC-PROP-DESC=[person], SRC-PROP-LABEL=[oath], SUB-ITEM=[oath of office]}
P1735	{SRC-PROP-DESC=[commedians, actors]}	{SRC-PROP-DESC=[Identifer], SRC-PROP-LABEL=[identifier, Comedien.ch]}
P1736	{SRC-PROP-DESC=[artists], SRC-PROP-LABEL=[identifier, Israeli, Art, artist]}	{SRC-PROP-DESC=[Authority], SRC-PROP-LABEL=[Information, Center], SUB-ITEM=[Information Center for Israeli Art]}
P1738	{SRC-PROP-DESC=[Online, Merck, Index], SRC-PROP-LABEL=[monograph]}	{SRC-PROP-DESC=[URL, stem], SRC-PROP-LABEL=[Merck, Index]}
P1739	{SRC-PROP-DESC=[bibliography, Japanese, CiNii], SRC-PROP-LABEL=[identifer, book]}	{SRC-PROP-DESC=[Identifier], SRC-PROP-LABEL=[CiNii]}
P1740	{}	{SRC-PROP-LABEL=[category, films]}
P1741	{SRC-PROP-DESC=[archives, audiovisual], INST-FACET=[authority control]}	{SRC-PROP-DESC=[Thesaurus], SRC-PROP-LABEL=[GTAA], SUB-ITEM=[Common Thesaurus of Audiovisual Archives]}
P1743	{SRC-PROP-DESC=[lepidoptera, British], SRC-PROP-LABEL=[number, checklist]}	{SRC-PROP-DESC=[reference], SRC-PROP-LABEL=[Bradley, Fletcher], SUB-ITEM=[Lepidoptera]}
P1744	{SRC-PROP-DESC=[lepidoptera, British], SRC-PROP-LABEL=[number, checklist]}	{SRC-PROP-DESC=[Reference], SRC-PROP-LABEL=[Agassiz], SUB-ITEM=[Lepidoptera]}
P1745	{SRC-PROP-DESC=[Canada]}	{SRC-PROP-DESC=[identifiant], SRC-PROP-LABEL=[VASCAN, ID], SUB-ITEM=[Vascular Plants of Canada]}
P1746	{SRC-PROP-DESC=[ZooBank], SRC-PROP-LABEL=[act, nomenclatural]}	{SRC-PROP-DESC=[identifier], SRC-PROP-LABEL=[ZooBank], SUB-ITEM=[ZooBank]}
P1747	{SRC-PROP-DESC=[China], SRC-PROP-LABEL=[China]}	{SRC-PROP-DESC=[TaxonId], SRC-PROP-LABEL=[Flora], SUB-ITEM=[eFloras]}
P1748	{SRC-PROP-DESC=[etc, research]}	{SRC-PROP-DESC=[ID], SRC-PROP-LABEL=[NCI, Thesaurus, ID]}
P1749	{SRC-PROP-LABEL=[ID]}	{SRC-PROP-DESC=[entry], SRC-PROP-LABEL=[arlement], SUB-ITEM=[Parlement & Politiek]}
P175	{SRC-PROP-DESC=[character], INST-FACET=[work]}	{SRC-PROP-DESC=[musician, music, group], SRC-PROP-LABEL=[performer], SUB-ITEM=[performer]}
P1750	{}	{SRC-PROP-DESC=[day], SRC-PROP-LABEL=[name, day], SUB-ITEM=[Name day]}
P1751	{SRC-PROP-DESC=[UK], INST-FACET=[authority control], SRC-PROP-LABEL=[identifier, collection]}	{SRC-PROP-DESC=[authority], SRC-PROP-LABEL=[BBC]}
P1752	{}	{SRC-PROP-DESC=[ratio, roportional], SRC-PROP-LABEL=[scale]}
P1753	{SRC-PROP-DESC=[Wikimedia], INVS-PROP=[Wikimedia category], SRC-PROP-LABEL=[category]}	{SRC-PROP-DESC=[category, Wikimedia], SRC-PROP-LABEL=[list], SUB-ITEM=[Wikimedia list article]}
P1754	{SRC-PROP-DESC=[Wikimedia], INVS-PROP=[Wikimedia list article], SRC-PROP-LABEL=[list]}	{SRC-PROP-DESC=[list, Wikimedia], SRC-PROP-LABEL=[category], SUB-ITEM=[Wikimedia category]}
P1755	{SRC-PROP-DESC=[database], SRC-PROP-LABEL=[ID, accident, description]}	{SRC-PROP-DESC=[accident], SRC-PROP-LABEL=[Aviation, Safety, Network], SUB-ITEM=[Aviation Safety Network accident description]}
P176	{SRC-PROP-DESC=[product]}	{SRC-PROP-DESC=[manufacturer, main], SRC-PROP-LABEL=[manufacturer], SUB-ITEM=[manufacturer]}
P1760	{SRC-PROP-DESC=[database], SRC-PROP-LABEL=[Occurrence]}	{SRC-PROP-DESC=[occurrence, Wikibase, number], SRC-PROP-LABEL=[Aviation, Safety, Network, Wikibase], SUB-ITEM=[Aviation Safety Network Wikibase Occurrence]}
P1761	{SRC-PROP-DESC=[plants, flowering], SRC-PROP-LABEL=[ID, family]}	{SRC-PROP-DESC=[familyID], SRC-PROP-LABEL=[Watson, Dallwitz], SUB-ITEM=[The families of flowering plants by Watson & Dallwitz]}
P1762	{SRC-PROP-DESC=[instrument, musical]}	{SRC-PROP-DESC=[classification, Hornbostel-Sachs], SRC-PROP-LABEL=[classification, Hornbostel-Sachs], SUB-ITEM=[Hornbostel–Sachs]}
P1763	{SRC-PROP-DESC=[Register, National, ipe, Organ], SRC-PROP-LABEL=[identifier]}	{SRC-PROP-DESC=[Identifier], SRC-PROP-LABEL=[National, ipe, Organ, Register]}
P1764	{SRC-PROP-DESC=[Heritage, Immovable], INST-FACET=[cultural heritage], SRC-PROP-LABEL=[ID, Immovable, Heritage, relict]}	{SRC-PROP-DESC=[relict, identification, code], SRC-PROP-LABEL=[organization, Flemish], SUB-ITEM=[Flemish organization for Immovable Heritage]}
P1766	{SRC-PROP-DESC=[it], SRC-PROP-LABEL=[sign, name]}	{SRC-PROP-DESC=[image], SRC-PROP-LABEL=[place]}
P1769	{SRC-PROP-DESC=[Hesse], INST-FACET=[authority control]}	{SRC-PROP-DESC=[identifier], SRC-PROP-LABEL=[identifier, denkXweb], SUB-ITEM=[denkXweb]}
P177	{}	{SRC-PROP-LABEL=[crosses]}
P1770	{SRC-PROP-DESC=[România, din], INST-FACET=[cultural heritage], SRC-PROP-LABEL=[code]}	{SRC-PROP-DESC=[identifier], SRC-PROP-LABEL=[Romania, LMI]}
P1771	{SRC-PROP-DESC=[States, United], INST-FACET=[authority control], SRC-PROP-LABEL=[identifier]}	{SRC-PROP-DESC=[Identifer], SRC-PROP-LABEL=[Integrated, ostsecondary], SUB-ITEM=[Integrated Postsecondary Education Data System]}
P1772	{SRC-PROP-DESC=[Database, Agriculture, LANTS]}	{SRC-PROP-DESC=[ID], SRC-PROP-LABEL=[USDA, LANTS, ID], SUB-ITEM=[United States Department of Agriculture Plants Database]}
P1773	{SRC-PROP-DESC=[artwork], INST-FACET=[qualifier]}	{SRC-PROP-DESC=[creator], SUB-ITEM=[creator]}
P1774	{SRC-PROP-DESC=[creator, likely], INST-FACET=[qualifier], SRC-PROP-LABEL=[workshop]}	{SRC-PROP-DESC=[group], SUB-ITEM=[creator]}
P1775	{INST-FACET=[qualifier], SRC-PROP-LABEL=[follower]}	{SRC-PROP-DESC=[artists, unknown], SUB-ITEM=[creator]}
P1776	{INST-FACET=[qualifier], SRC-PROP-LABEL=[circle]}	{SRC-PROP-DESC=[artists, unknown], SUB-ITEM=[creator]}
P1777	{INST-FACET=[qualifier], SRC-PROP-LABEL=[manner]}	{SRC-PROP-DESC=[artists, unknown], SUB-ITEM=[creator]}
P1778	{SRC-PROP-DESC=[artwork], INST-FACET=[qualifier]}	{SRC-PROP-LABEL=[forgery], SUB-ITEM=[creator]}
P1779	{SRC-PROP-DESC=[author], INST-FACET=[qualifier]}	{SRC-PROP-DESC=[work, creative], SRC-PROP-LABEL=[creator, possible], SUB-ITEM=[creator]}
P178	{SRC-PROP-DESC=[item]}	{SRC-PROP-DESC=[organisation, person], SRC-PROP-LABEL=[developer]}
P1780	{SRC-PROP-DESC=[work, creative, author], INST-FACET=[qualifier, geographic location], SRC-PROP-LABEL=[school]}	{SRC-PROP-DESC=[author, known, circle], SUB-ITEM=[creator]}
P1782	{SRC-PROP-DESC=[person], INST-FACET=[human]}	{SRC-PROP-DESC=[name], SRC-PROP-LABEL=[courtesy, name], SUB-ITEM=[courtesy name]}
P1785	{SRC-PROP-DESC=[monarch], INST-FACET=[human]}	{SRC-PROP-DESC=[name], SRC-PROP-LABEL=[temple, name], SUB-ITEM=[temple name]}
P1786	{SRC-PROP-DESC=[death], INST-FACET=[human]}	{SRC-PROP-DESC=[name], SRC-PROP-LABEL=[name, posthumous], SUB-ITEM=[posthumous name]}
